date,campaign_name,campaign_type,impressions,clicks,cost,conversions,conversion_value
2025-06-02,Brand - Search Exact,Search,2314,255,233.1,26.07,2477.06
2025-06-03,Brand - Search Exact,Search,1987,219,229.91,34.13,3242.39
2025-06-04,Brand - Search Exact,Search,3077,339,276.58,44.63,4240.23
2025-06-05,Brand - Search Exact,Search,3651,402,310.59,41.92,3982.59
2025-06-06,Brand - Search Exact,Search,2495,274,267.44,34.5,3277.82
2025-06-07,Brand - Search Exact,Search,3123,344,300.02,47.17,4481.41
2025-06-08,Brand - Search Exact,Search,2590,285,275.68,35.89,3409.08
2025-06-09,Brand - Search Exact,Search,2949,324,310.92,36.91,3506.82
2025-06-10,Brand - Search Exact,Search,3224,355,295.34,47.6,4522.28
2025-06-11,Brand - Search Exact,Search,4091,450,406.57,45.13,4287.01
2025-06-12,Brand - Search Exact,Search,3099,341,257.81,43.24,4107.55
2025-06-13,Brand - Search Exact,Search,1796,198,186.59,35.76,3396.92
2025-06-14,Brand - Search Exact,Search,3529,388,316.11,31.94,3034.47
2025-06-15,Brand - Search Exact,Search,2225,245,218.18,31.49,2991.4
2025-06-16,Brand - Search Exact,Search,2988,329,273.18,63.93,6072.98
2025-06-17,Brand - Search Exact,Search,3277,360,339.27,32.91,3126.05
2025-06-18,Brand - Search Exact,Search,2020,222,200.95,18.31,1739.59
2025-06-19,Brand - Search Exact,Search,2138,235,214.13,20.57,1954.15
2025-06-20,Brand - Search Exact,Search,1869,206,201.14,34.88,3313.41
2025-06-21,Brand - Search Exact,Search,2221,244,205.84,35.41,3363.92
2025-06-22,Brand - Search Exact,Search,2772,305,257.12,38.73,3679.43
2025-06-23,Brand - Search Exact,Search,3164,348,295.23,62.4,5927.63
2025-06-24,Brand - Search Exact,Search,3327,366,282.45,18.98,1802.68
2025-06-25,Brand - Search Exact,Search,2434,268,208.48,39.83,3783.47
2025-06-26,Brand - Search Exact,Search,1727,190,177.46,50.92,4837.09
2025-06-27,Brand - Search Exact,Search,2849,313,271.7,29.52,2804.25
2025-06-28,Brand - Search Exact,Search,2076,228,218.72,32.51,3088.49
2025-06-29,Brand - Search Exact,Search,2620,288,258.73,32.13,3051.89
2025-06-30,Brand - Search Exact,Search,2908,320,305.64,33.77,3208.25
2025-07-01,Brand - Search Exact,Search,3183,350,267.97,37.25,3538.78
2025-07-02,Brand - Search Exact,Search,3141,345,299.83,67.08,6372.34
2025-07-03,Brand - Search Exact,Search,2694,296,272.6,71.98,6838.36
2025-07-04,Brand - Search Exact,Search,3277,360,287.88,38.66,3672.38
2025-07-05,Brand - Search Exact,Search,1658,182,203.99,61.78,5868.93
2025-07-06,Brand - Search Exact,Search,1852,204,224.3,37.4,3552.75
2025-07-07,Brand - Search Exact,Search,2969,327,271.43,70.03,6652.63
2025-07-08,Brand - Search Exact,Search,3087,340,303.8,42.81,4066.56
2025-07-09,Brand - Search Exact,Search,2530,278,244.25,40.5,3847.5
2025-07-10,Brand - Search Exact,Search,2548,280,288.08,47.73,4534.17
2025-07-11,Brand - Search Exact,Search,2521,277,250.12,102.47,9734.75
2025-07-12,Brand - Search Exact,Search,2806,309,227.34,48.16,4575.04
2025-07-13,Brand - Search Exact,Search,2958,325,269.69,33.35,3168.01
2025-07-14,Brand - Search Exact,Search,1885,207,183.5,43.58,4139.89
2025-07-15,Brand - Search Exact,Search,2012,221,208.09,31.69,3010.55
2025-07-16,Brand - Search Exact,Search,1955,215,201.32,29.87,2837.41
2025-07-17,Brand - Search Exact,Search,1411,155,172.78,41.12,3906.64
2025-07-18,Brand - Search Exact,Search,2413,265,232.85,38.2,3629.18
2025-07-19,Brand - Search Exact,Search,2929,322,266.44,44.52,4229.07
2025-07-20,Brand - Search Exact,Search,1909,210,221.26,36.85,3500.55
2025-07-21,Brand - Search Exact,Search,2580,284,272.93,45.92,4362.2
2025-07-22,Brand - Search Exact,Search,2884,317,320.55,51.45,4887.39
2025-07-23,Brand - Search Exact,Search,3070,338,334.74,25.9,2460.7
2025-07-24,Brand - Search Exact,Search,2645,291,260.42,49.36,4689.6
2025-07-25,Brand - Search Exact,Search,2760,304,336.56,34.59,3286.09
2025-07-26,Brand - Search Exact,Search,2549,280,237.34,24.84,2359.42
2025-07-27,Brand - Search Exact,Search,2188,241,200.85,33.94,3224.54
2025-07-28,Brand - Search Exact,Search,2337,257,237.29,39.25,3729.12
2025-07-29,Brand - Search Exact,Search,1595,175,202.38,28.19,2678.02
2025-07-30,Brand - Search Exact,Search,2059,227,225.24,47.6,4521.77
2025-07-31,Brand - Search Exact,Search,2832,312,247.88,26.26,2494.6
2025-08-01,Brand - Search Exact,Search,2338,257,305.64,39.09,3713.38
2025-08-02,Brand - Search Exact,Search,3112,342,319.03,37.91,3601.02
2025-08-03,Brand - Search Exact,Search,1639,180,182.57,32.03,3042.46
2025-08-04,Brand - Search Exact,Search,3111,342,284.18,46.16,4384.87
2025-08-05,Brand - Search Exact,Search,2074,228,219.64,27.0,2564.69
2025-08-06,Brand - Search Exact,Search,3036,334,288.62,53.21,5054.63
2025-08-07,Brand - Search Exact,Search,2767,304,258.9,41.05,3899.74
2025-08-08,Brand - Search Exact,Search,2315,255,190.73,18.94,1799.61
2025-08-09,Brand - Search Exact,Search,2745,302,277.35,23.27,2210.95
2025-08-10,Brand - Search Exact,Search,2208,243,210.54,35.45,3367.92
2025-08-11,Brand - Search Exact,Search,2100,231,241.15,36.17,3435.95
2025-08-12,Brand - Search Exact,Search,2492,274,219.06,35.36,3358.74
2025-08-13,Brand - Search Exact,Search,2211,243,236.16,37.85,3595.75
2025-08-14,Brand - Search Exact,Search,2741,302,287.06,45.68,4339.32
2025-08-15,Brand - Search Exact,Search,2590,285,256.97,53.3,5063.26
2024-06-01,Generic - Search BMM,Search,5077,254,444.42,29.17,2333.9
2024-06-02,Generic - Search BMM,Search,6899,345,613.83,48.66,3893.2
2024-06-03,Generic - Search BMM,Search,9746,487,792.93,42.01,3360.83
2024-06-04,Generic - Search BMM,Search,8786,439,702.58,71.87,5749.28
2024-06-05,Generic - Search BMM,Search,5643,282,500.94,33.27,2661.38
2024-06-06,Generic - Search BMM,Search,8307,415,652.4,123.22,9857.59
2024-06-07,Generic - Search BMM,Search,9897,495,762.77,51.52,4121.63
2024-06-08,Generic - Search BMM,Search,5639,282,421.24,39.21,3136.58
2024-06-09,Generic - Search BMM,Search,6844,342,486.98,29.08,2326.36
2024-06-10,Generic - Search BMM,Search,8442,422,782.51,100.09,8007.37
2024-06-11,Generic - Search BMM,Search,8269,413,701.9,78.05,6244.03
2024-06-12,Generic - Search BMM,Search,8485,424,720.38,62.07,4965.33
2024-06-13,Generic - Search BMM,Search,10895,545,935.22,44.87,3589.48
2024-06-14,Generic - Search BMM,Search,8031,402,728.41,60.93,4874.79
2024-06-15,Generic - Search BMM,Search,6764,338,667.0,38.48,3078.11
2024-06-16,Generic - Search BMM,Search,11466,573,965.6,106.28,8502.18
2024-06-17,Generic - Search BMM,Search,7028,351,645.08,67.09,5366.96
2024-06-18,Generic - Search BMM,Search,6894,345,580.97,50.28,4022.05
2024-06-19,Generic - Search BMM,Search,7875,394,724.7,27.45,2195.76
2024-06-20,Generic - Search BMM,Search,7657,383,726.49,42.51,3401.01
2024-06-21,Generic - Search BMM,Search,7357,368,610.84,62.25,4979.77
2024-06-22,Generic - Search BMM,Search,5895,295,493.57,62.34,4987.34
2024-06-23,Generic - Search BMM,Search,11234,562,901.18,91.61,7328.72
2024-06-24,Generic - Search BMM,Search,10441,522,713.24,34.98,2798.43
2024-06-25,Generic - Search BMM,Search,7133,357,589.7,54.06,4324.8
2024-06-26,Generic - Search BMM,Search,9802,490,793.73,82.13,6570.05
2024-06-27,Generic - Search BMM,Search,6975,349,660.29,32.52,2601.88
2024-06-28,Generic - Search BMM,Search,6659,333,643.71,52.42,4193.94
2024-06-29,Generic - Search BMM,Search,9092,455,659.72,58.03,4642.68
2024-06-30,Generic - Search BMM,Search,5071,254,472.72,38.32,3065.38
2024-07-01,Generic - Search BMM,Search,7390,369,697.23,31.86,2548.66
2024-07-02,Generic - Search BMM,Search,10825,541,923.73,60.49,4838.97
2024-07-03,Generic - Search BMM,Search,8304,415,712.26,51.07,4085.88
2024-07-04,Generic - Search BMM,Search,6582,329,612.32,48.52,3881.98
2024-07-05,Generic - Search BMM,Search,6828,341,598.33,42.14,3371.16
2024-07-06,Generic - Search BMM,Search,7168,358,538.83,40.49,3239.5
2024-07-07,Generic - Search BMM,Search,6018,301,554.45,46.67,3733.57
2024-07-08,Generic - Search BMM,Search,6276,314,613.23,57.99,4639.28
2024-07-09,Generic - Search BMM,Search,10011,501,774.43,54.39,4350.84
2024-07-10,Generic - Search BMM,Search,5943,297,480.9,37.57,3005.69
2024-07-11,Generic - Search BMM,Search,8487,424,767.57,60.9,4872.12
2024-07-12,Generic - Search BMM,Search,6168,308,614.11,28.57,2285.45
2024-07-13,Generic - Search BMM,Search,6801,340,622.79,59.24,4739.28
2024-07-14,Generic - Search BMM,Search,5561,278,475.29,42.1,3368.11
2024-07-15,Generic - Search BMM,Search,11055,553,836.3,63.39,5071.47
2024-07-16,Generic - Search BMM,Search,8742,437,824.26,82.79,6623.41
2024-07-17,Generic - Search BMM,Search,9137,457,783.24,33.42,2673.28
2024-07-18,Generic - Search BMM,Search,6318,316,501.95,24.27,1941.64
2024-07-19,Generic - Search BMM,Search,7100,355,765.74,64.21,5136.56
2024-07-20,Generic - Search BMM,Search,8191,410,627.86,51.53,4122.1
2024-07-21,Generic - Search BMM,Search,4572,229,437.44,41.58,3326.49
2024-07-22,Generic - Search BMM,Search,7997,400,657.57,46.43,3714.45
2024-07-23,Generic - Search BMM,Search,8508,425,705.55,68.33,5466.33
2024-07-24,Generic - Search BMM,Search,9580,479,730.62,75.83,6066.05
2024-07-25,Generic - Search BMM,Search,8487,424,682.76,63.29,5063.47
2024-07-26,Generic - Search BMM,Search,6467,323,697.22,51.35,4108.1
2024-07-27,Generic - Search BMM,Search,8303,415,763.39,31.36,2509.03
2024-07-28,Generic - Search BMM,Search,8713,436,730.43,72.19,5774.87
2024-07-29,Generic - Search BMM,Search,4562,228,395.41,52.67,4213.57
2024-07-30,Generic - Search BMM,Search,7725,386,625.96,62.52,5001.5
2024-07-31,Generic - Search BMM,Search,8195,410,643.7,40.36,3228.8
2024-08-01,Generic - Search BMM,Search,6050,303,483.93,52.25,4179.93
2024-08-02,Generic - Search BMM,Search,7773,389,674.99,70.31,5624.53
2024-08-03,Generic - Search BMM,Search,7193,360,735.36,91.89,7351.5
2024-08-04,Generic - Search BMM,Search,5432,272,483.2,32.78,2622.67
2024-08-05,Generic - Search BMM,Search,8659,433,706.0,52.33,4186.22
2024-08-06,Generic - Search BMM,Search,5947,297,563.77,59.82,4785.53
2024-08-07,Generic - Search BMM,Search,7385,369,589.33,50.22,4017.54
2024-08-08,Generic - Search BMM,Search,11184,559,868.1,45.88,3670.47
2024-08-09,Generic - Search BMM,Search,7194,360,603.74,56.87,4549.95
2024-08-10,Generic - Search BMM,Search,5545,277,640.24,62.27,4981.96
2024-08-11,Generic - Search BMM,Search,4357,218,420.84,39.37,3149.32
2024-08-12,Generic - Search BMM,Search,13241,662,932.0,71.63,5730.46
2024-08-13,Generic - Search BMM,Search,8279,414,743.25,53.65,4292.18
2024-08-14,Generic - Search BMM,Search,6228,311,645.57,82.04,6563.45
2024-08-15,Generic - Search BMM,Search,9854,493,740.27,44.13,3530.77
2024-08-16,Generic - Search BMM,Search,6103,305,518.06,37.67,3013.37
2024-08-17,Generic - Search BMM,Search,9606,480,731.1,57.53,4602.73
2024-08-18,Generic - Search BMM,Search,6745,337,557.69,61.74,4939.24
2024-08-19,Generic - Search BMM,Search,7938,397,644.47,33.56,2684.86
2024-08-20,Generic - Search BMM,Search,7469,373,612.22,34.24,2738.94
2024-08-21,Generic - Search BMM,Search,7604,380,602.76,27.22,2177.65
2024-08-22,Generic - Search BMM,Search,11208,560,758.62,59.36,4748.65
2024-08-23,Generic - Search BMM,Search,9092,455,701.32,39.86,3189.03
2024-08-24,Generic - Search BMM,Search,6695,335,666.5,47.97,3837.68
2024-08-25,Generic - Search BMM,Search,7283,364,592.04,60.39,4831.49
2024-08-26,Generic - Search BMM,Search,9699,485,735.52,47.5,3799.77
2024-08-27,Generic - Search BMM,Search,8255,413,622.19,54.99,4399.45
2024-08-28,Generic - Search BMM,Search,11303,565,1002.67,64.09,5127.21
2024-08-29,Generic - Search BMM,Search,6693,335,506.37,54.03,4322.7
2024-08-30,Generic - Search BMM,Search,10881,544,842.94,72.61,5808.56
2024-08-31,Generic - Search BMM,Search,11572,579,760.51,47.84,3827.14
2024-09-01,Generic - Search BMM,Search,5741,287,525.98,43.19,3455.33
2024-09-02,Generic - Search BMM,Search,11583,579,1035.83,97.77,7821.38
2024-09-03,Generic - Search BMM,Search,9469,473,829.9,70.14,5611.38
2024-09-04,Generic - Search BMM,Search,9260,463,826.63,40.89,3271.17
2024-09-05,Generic - Search BMM,Search,7511,376,697.87,67.64,5411.5
2024-09-06,Generic - Search BMM,Search,5962,298,668.02,38.94,3115.59
2024-09-07,Generic - Search BMM,Search,6669,333,592.02,75.66,6052.5
2024-09-08,Generic - Search BMM,Search,8055,403,659.82,72.69,5815.2
2024-09-09,Generic - Search BMM,Search,10024,501,895.09,71.34,5707.43
2024-09-10,Generic - Search BMM,Search,10264,513,718.94,59.44,4755.1
2024-09-11,Generic - Search BMM,Search,6960,348,590.82,46.45,3715.61
2024-09-12,Generic - Search BMM,Search,10814,541,807.86,75.09,6007.03
2024-09-13,Generic - Search BMM,Search,9932,497,822.41,55.45,4435.76
2024-09-14,Generic - Search BMM,Search,8865,443,693.74,59.39,4751.5
2024-09-15,Generic - Search BMM,Search,8535,427,705.48,72.71,5817.16
2024-09-16,Generic - Search BMM,Search,8964,448,664.44,45.39,3631.14
2024-09-17,Generic - Search BMM,Search,6986,349,590.47,41.09,3287.01
2024-09-18,Generic - Search BMM,Search,7384,369,597.23,34.83,2786.19
2024-09-19,Generic - Search BMM,Search,6351,318,520.41,32.75,2620.27
2024-09-20,Generic - Search BMM,Search,8336,417,729.3,33.08,2646.34
2024-09-21,Generic - Search BMM,Search,7464,373,609.25,62.92,5033.69
2024-09-22,Generic - Search BMM,Search,8409,420,571.63,83.08,6646.76
2024-09-23,Generic - Search BMM,Search,4707,235,411.05,57.72,4617.97
2024-09-24,Generic - Search BMM,Search,6861,343,559.27,29.18,2334.4
2024-09-25,Generic - Search BMM,Search,11432,572,856.9,79.08,6326.42
2024-09-26,Generic - Search BMM,Search,8197,410,621.64,78.56,6284.65
2024-09-27,Generic - Search BMM,Search,8810,440,747.95,50.77,4061.59
2024-09-28,Generic - Search BMM,Search,4477,224,482.96,43.94,3515.13
2024-09-29,Generic - Search BMM,Search,9961,498,804.04,33.44,2674.91
2024-09-30,Generic - Search BMM,Search,6444,322,683.88,59.37,4749.33
2024-10-01,Generic - Search BMM,Search,10081,504,739.77,42.01,3360.88
2024-10-02,Generic - Search BMM,Search,12775,639,1067.64,77.26,6180.56
2024-10-03,Generic - Search BMM,Search,12004,600,923.29,41.74,3339.3
2024-10-04,Generic - Search BMM,Search,7152,358,665.3,63.28,5062.37
2024-10-05,Generic - Search BMM,Search,5633,282,559.17,64.62,5169.67
2024-10-06,Generic - Search BMM,Search,7089,354,587.02,38.92,3113.27
2024-10-07,Generic - Search BMM,Search,9047,452,771.61,42.26,3381.13
2024-10-08,Generic - Search BMM,Search,7740,387,691.03,28.91,2312.44
2024-10-09,Generic - Search BMM,Search,7785,389,656.16,49.16,3933.18
2024-10-10,Generic - Search BMM,Search,14241,712,917.87,55.8,4463.78
2024-10-11,Generic - Search BMM,Search,8834,442,690.79,34.65,2772.0
2024-10-12,Generic - Search BMM,Search,12335,617,944.01,77.43,6194.78
2024-10-13,Generic - Search BMM,Search,8123,406,634.59,45.46,3636.46
2024-10-14,Generic - Search BMM,Search,13281,664,973.62,49.88,3990.52
2024-10-15,Generic - Search BMM,Search,8695,435,753.26,49.54,3962.84
2024-10-16,Generic - Search BMM,Search,8050,403,840.37,86.66,6932.56
2024-10-17,Generic - Search BMM,Search,7163,358,620.49,61.36,4908.87
2024-10-18,Generic - Search BMM,Search,7738,387,606.49,48.46,3876.59
2024-10-19,Generic - Search BMM,Search,7259,363,679.89,65.72,5257.67
2024-10-20,Generic - Search BMM,Search,8647,432,748.11,41.11,3288.68
2024-10-21,Generic - Search BMM,Search,7831,392,713.28,56.95,4555.85
2024-10-22,Generic - Search BMM,Search,7683,384,562.0,49.85,3988.14
2024-10-23,Generic - Search BMM,Search,7035,352,554.81,41.04,3283.13
2024-10-24,Generic - Search BMM,Search,6886,344,548.4,53.39,4271.19
2024-10-25,Generic - Search BMM,Search,6460,323,516.02,35.44,2835.43
2024-10-26,Generic - Search BMM,Search,7504,375,640.24,61.0,4880.15
2024-10-27,Generic - Search BMM,Search,9227,461,768.98,69.99,5599.06
2024-10-28,Generic - Search BMM,Search,7404,370,708.52,23.4,1872.0
2024-10-29,Generic - Search BMM,Search,4472,224,473.02,59.96,4796.87
2024-10-30,Generic - Search BMM,Search,8203,410,686.83,22.03,1762.35
2024-10-31,Generic - Search BMM,Search,8392,420,690.59,45.86,3668.8
2024-11-01,Generic - Search BMM,Search,13775,689,1037.48,97.32,7785.68
2024-11-02,Generic - Search BMM,Search,6668,333,484.35,38.84,3106.92
2024-11-03,Generic - Search BMM,Search,8081,404,587.1,31.71,2536.69
2024-11-04,Generic - Search BMM,Search,10310,516,968.34,49.45,3955.95
2024-11-05,Generic - Search BMM,Search,8776,439,772.75,80.97,6477.51
2024-11-06,Generic - Search BMM,Search,9739,487,789.0,33.89,2711.51
2024-11-07,Generic - Search BMM,Search,11034,552,728.09,80.24,6419.09
2024-11-08,Generic - Search BMM,Search,10329,516,757.18,57.74,4619.37
2024-11-09,Generic - Search BMM,Search,9557,478,726.33,39.92,3193.87
2024-11-10,Generic - Search BMM,Search,6180,309,546.07,39.21,3136.76
2024-11-11,Generic - Search BMM,Search,9012,451,836.75,46.18,3694.7
2024-11-12,Generic - Search BMM,Search,7106,355,558.22,61.55,4923.8
2024-11-13,Generic - Search BMM,Search,7994,400,758.56,73.22,5857.5
2024-11-14,Generic - Search BMM,Search,8486,424,738.71,34.48,2758.14
2024-11-15,Generic - Search BMM,Search,11174,559,960.72,103.87,8309.91
2024-11-16,Generic - Search BMM,Search,13053,653,946.1,79.31,6344.53
2024-11-17,Generic - Search BMM,Search,9647,482,849.62,141.6,11328.09
2024-11-18,Generic - Search BMM,Search,8169,408,886.22,74.38,5950.78
2024-11-19,Generic - Search BMM,Search,12484,624,1008.92,195.41,15632.48
2024-11-20,Generic - Search BMM,Search,9674,484,881.82,110.07,8805.99
2024-11-21,Generic - Search BMM,Search,13475,674,1140.5,91.53,7322.66
2024-11-22,Generic - Search BMM,Search,10208,510,875.26,90.31,7224.89
2024-11-23,Generic - Search BMM,Search,12397,620,1083.02,87.57,7005.96
2024-11-24,Generic - Search BMM,Search,9811,491,770.55,61.51,4920.42
2024-11-25,Generic - Search BMM,Search,9825,491,973.46,121.6,9727.78
2024-11-26,Generic - Search BMM,Search,10766,538,963.7,81.27,6501.54
2024-11-27,Generic - Search BMM,Search,17252,863,1369.43,74.51,5960.92
2024-11-28,Generic - Search BMM,Search,12672,634,1145.38,116.02,9281.96
2024-11-29,Generic - Search BMM,Search,13187,659,1316.5,103.52,8281.86
2024-11-30,Generic - Search BMM,Search,13148,657,1045.28,87.06,6964.65
2024-12-01,Generic - Search BMM,Search,8611,431,654.19,61.42,4913.29
2024-12-02,Generic - Search BMM,Search,15076,754,1287.25,128.15,10251.89
2024-12-03,Generic - Search BMM,Search,14983,749,1549.48,278.11,22248.83
2024-12-04,Generic - Search BMM,Search,13989,699,1108.05,129.76,10380.99
2024-12-05,Generic - Search BMM,Search,10919,546,1095.73,136.45,10915.86
2024-12-06,Generic - Search BMM,Search,14502,725,1195.15,78.15,6252.32
2024-12-07,Generic - Search BMM,Search,12122,606,1125.95,93.61,7489.1
2024-12-08,Generic - Search BMM,Search,7011,351,669.18,87.42,6993.54
2024-12-09,Generic - Search BMM,Search,9016,451,800.94,76.87,6149.74
2024-12-10,Generic - Search BMM,Search,13012,651,1126.51,169.13,13530.39
2024-12-11,Generic - Search BMM,Search,10524,526,954.09,81.39,6510.99
2024-12-12,Generic - Search BMM,Search,17154,858,1374.73,131.79,10542.81
2024-12-13,Generic - Search BMM,Search,11545,577,1026.11,102.32,8185.26
2024-12-14,Generic - Search BMM,Search,8804,440,678.48,86.92,6953.35
2024-12-15,Generic - Search BMM,Search,9260,463,765.28,74.06,5924.5
2024-12-16,Generic - Search BMM,Search,7273,364,662.86,84.85,6788.04
2024-12-17,Generic - Search BMM,Search,11252,563,1042.92,114.74,9179.05
2024-12-18,Generic - Search BMM,Search,10496,525,1051.97,99.31,7944.96
2024-12-19,Generic - Search BMM,Search,12216,611,1008.62,139.65,11172.25
2024-12-20,Generic - Search BMM,Search,15018,751,1322.6,151.15,12091.6
2024-12-21,Generic - Search BMM,Search,11099,555,1195.96,114.75,9180.3
2024-12-22,Generic - Search BMM,Search,10428,521,935.15,89.66,7172.53
2024-12-23,Generic - Search BMM,Search,7984,399,742.59,126.28,10102.44
2024-12-24,Generic - Search BMM,Search,16791,840,1219.16,125.45,10035.63
2024-12-25,Generic - Search BMM,Search,11968,598,1206.14,122.08,9766.39
2024-12-26,Generic - Search BMM,Search,11758,588,1154.38,134.77,10781.3
2024-12-27,Generic - Search BMM,Search,17134,857,1303.37,232.27,18581.37
2024-12-28,Generic - Search BMM,Search,10561,528,783.82,60.99,4878.9
